listing_id,property_name,room_type,latitude,longitude,host_id
22122470,New Luxury Harlem Condo 2 bedrooms with Garden,Entire home/apt,40.80209,-73.93584,161592215
22122614,Spacious Family Space - 2 Bedrooms,Entire home/apt,40.85244,-73.9405,161617875
22122723,Beautiful room in Manhattan,Private room,40.82257,-73.94665,43719554
22123573,Sunny brownstone greenhouse in Bedford Stuyvesant,Entire home/apt,40.68263,-73.92264,4967965
22123603,"Charming, quiet room in heart of the East Village",Private room,40.72341,-73.98534,1493800
22124017,Fashion and Hotel Couple’s Hells Kitchen Apartment,Entire home/apt,40.75803,-73.99853,68358695
22124086,Airy Brooklyn Pad,Shared room,40.64366,-73.95794,47423579
22125138,New York room,Private room,40.85828,-73.88559,161638092
22125701,Beautiful Bed-stuy Bedroom,Private room,40.68642,-73.92457,11769840
22126048,Cozy Room #2 in Brooklyn Home 15 Min from JFK,Private room,40.66379,-73.88177,126110540
22126122,Cozy bright apartment,Private room,40.79799,-73.97018,1931414
22129871,Soho/East Village One Bed,Entire home/apt,40.72341,-73.98941,24379402
22130055,Queens Home short walk to Subway- 2 bedroom 2 bath,Entire home/apt,40.70248,-73.81937,59089796
22130220,Dean St,Private room,40.682,-73.97231,10004299
22131111,"Astoria lovely Private Room, Steinway, LGA Airport",Private room,40.75859,-73.91748,154108693
22131954,Lux Midtown apartment.,Private room,40.76147,-73.99908,161671480
22134428,"Spacious living room, walk-in closet",Shared room,40.78898,-73.97418,159726656
22135247,Private Room in Bed-Stuy/Bushwick,Private room,40.68594,-73.92394,161613483
22139766,Luxurious Brooklyn Heights Duplex with Terrasse,Entire home/apt,40.6936,-73.9935,88801066
22139932,Harlem Oasis,Private room,40.82547,-73.94092,18730893
22142173,Industrial Brooklyn Loft Style Apt,Entire home/apt,40.72684,-73.94002,844422
22142447,Downtown Penthouse with Private Outdoor Terrace,Entire home/apt,40.73989,-73.99863,1694701
22142575,Spacious sunny one bedroom apartment with balcony,Entire home/apt,40.71106,-73.94884,1776666
22142636,Sunny Modern newly renovated 1BR apartment,Entire home/apt,40.79315,-73.93385,40875021
22143436,Chelsea 1 Bedroom Gem!,Entire home/apt,40.75206,-73.99829,22967048
22143750,Cozy Double Room in Williamsburg,Private room,40.71198,-73.9582,15338067
22144662,Spacious Studio with Private Roof,Entire home/apt,40.75003,-73.99647,73358102
22145643,"Cozy Manhattan Bedroom, Same Street as Subway!",Private room,40.78314,-73.94659,16154405
22146533,"Cozy, bohemian, PRIVATE bedroom in Manhattan NYC",Private room,40.84243,-73.93693,10385600
22147414,BEAUTIFUL HUDSON RIVER VIEW,Entire home/apt,40.8335,-73.9468,19577205
22147426,Prime Harlem Condo -Bright!- with Outdoor Space,Entire home/apt,40.80814,-73.94238,161742462
22147647,ULTRA CHIC 2 BEDROOM GRAND CENTRAL,Entire home/apt,40.74933,-73.9767,61391963
22148073,Nice new bedroom Near D train and Maimonides in BK,Private room,40.6421,-73.99732,5853457
22148115,Modern Williamsburg Apt w/ Spectacular Views,Entire home/apt,40.70979,-73.96631,18587989
22148416,The Skyline Loft — Incredible Views Near 2 Trains,Entire home/apt,40.70597,-73.92091,14364462
22150519,Cozy suite in a Townhouse,Entire home/apt,40.73491,-73.888,26411218
22150523,"Entire Modern Home, Amazing Location",Entire home/apt,40.64017,-73.9105,148237535
22150956,Brooklyn apt,Entire home/apt,40.68734,-73.98633,28110419
22151022,10mins to LGA /20 to the city /5 min to N train,Private room,40.78021,-73.91015,139867352
22151067,"30 mins from Manhattan, Clean room in Queens",Shared room,40.73266,-73.85447,161743285
22151092,Comfy New Bedroom near D line Fort Hamilton PKWY,Private room,40.64226,-73.99706,5853457
22151598,"Tasteful, spacious and sunny place, gorgeous Manhattan views!",Entire home/apt,40.76703,-73.95553,342760
22151798,Apartment in South Bronx,Entire home/apt,40.81037,-73.91946,45553025
22152232,Beautiful room with comfy bed in Bushwick,Private room,40.70328,-73.91429,10018530
22152376,Newly Renovated Gem | 1 Block to Subway | 2BD/2BA,Entire home/apt,40.64701,-73.94965,161770518
22152785,Spacious & Sophisticated in Chelsea,Entire home/apt,40.74009,-73.99608,8456422
22153412,Modern Chic Private Room in Gramercy,Private room,40.73442,-73.98383,14613015
22153425,Cozy & comfortable apt by Prospect Park,Entire home/apt,40.65229,-73.96551,161784847
22154118,Heart of Williamsburg - HUGE 1BR Apartment modern,Entire home/apt,40.71644,-73.94807,16725099
22156875,Manhattan Studio in Prewar Building,Entire home/apt,40.77806,-73.98225,161814450
22157675,Gorgeous Duplex 2 Bdrm in Prime Greenpoint,Entire home/apt,40.72612,-73.9532,1927555
22157683,Midtown East Apartment,Entire home/apt,40.75459,-73.96706,127267474
22157982,Large room w/ balcony - Williamsburg Warehouse,Private room,40.70851,-73.95318,4152479
22159096,Beautiful Brooklyn Apartment,Entire home/apt,40.65413,-74.00242,26328221
22159309,One Bedroom Apartment by Central Park!,Entire home/apt,40.8,-73.95056,16219811
22160718,Huge Beautiful Private Floor of Townhouse,Private room,40.71276,-73.946,4443213
22160759,Comfortable Private Bedroom 10 min to Central Park,Private room,40.83515,-73.94226,93691661
22160989,Harlem Luxury Condo !New! 2 Full Bedrooms Balcony,Entire home/apt,40.8025,-73.93775,161592215
22161352,Comfy & quiet 1 BR - East Williamsburg,Entire home/apt,40.7077,-73.94029,6484703
22161395,Sunny Urban Jungle,Private room,40.69129,-73.9523,100675420
22161900,"New, spacious 1.5 BR Apt Wburg,BK w/ private patio",Entire home/apt,40.71591,-73.94693,26494979
22161977,Lower East Trendy Apartment,Private room,40.72303,-73.98965,29343272
22162572,1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,Entire home/apt,40.77605,-73.98833,131647128
22162915,2 Beds 1 Bath UPPER WEST SIDE/ LINCOLN CENTER,Entire home/apt,40.77483,-73.98973,131647128
22163623,2 Bedrooms in Shared Family Home 15 Min frm JFK,Private room,40.6639,-73.88173,126110540
22164005,COZY Private 1 Bedroom in Brooklyn !,Private room,40.60554,-74.01044,116881616
22164073,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,Entire home/apt,40.6697,-73.95831,1444513
22164078,Large Modern Chelsea Studio,Entire home/apt,40.7478,-73.99995,35509609
22164208,Artistic Loft by Union Square,Entire home/apt,40.73702,-73.98824,274583
22165461,Be a Brooklynite & be 3 stops away from Manhattan!,Entire home/apt,40.63801,-74.01665,161900946
22165628,Bottom Bunk in Queer Co-Living Space for Men,Shared room,40.72348,-73.94569,34614054
22165795,Large room in Bedstuy brownstone,Private room,40.68135,-73.94718,161903367
22165797,Brooklyn beautiful big room!,Private room,40.60475,-73.95987,60365315
22165957,Sun Drenched 1 Bedroom in Carroll Gardens,Entire home/apt,40.67666,-74.00055,160660639
22166055,"# 1 B Brooklyn NYC Apt close to metro subway, JFK",Entire home/apt,40.63439,-73.94397,125914985
22166650,Ditmas park lot,Private room,40.63809,-73.96445,161910094
22166900,Large 2 bedroom Moroccan oasis in the East Village,Entire home/apt,40.72245,-73.98337,161915399
22167066,Spacious & Private Harlem/Washington Heights Room,Private room,40.82967,-73.93957,126397762
22169350,The Lovely Suite,Entire home/apt,40.74649,-73.98684,83926842
22169843,Perfect  studio for your NYC trip,Entire home/apt,40.72388,-73.98411,161943355
22172728,Entire 1 Bedroom Apartment in Midtown Manhattan,Entire home/apt,40.75069,-73.97973,40478687
22173085,Spacious & Simple 1BR Apartment for the Holidays!,Entire home/apt,40.86089,-73.92832,161971187
22173625,Private ground floor apartment in Brooklyn,Entire home/apt,40.6714,-73.87701,161976329
22173762,Newly renovated 3 BEDROOM in Astoria woodside NY,Entire home/apt,40.76403,-73.90612,123136283
22173887,Greenpoint in my heart ,Private room,40.72458,-73.94122,3297475
22174455,Adorable Hamilton Heights Apartment,Entire home/apt,40.82434,-73.95066,5132258
22174482,Paradise in New York,Private room,40.75236,-73.75519,161983650
22174923,Sunny Apartment in Trendy Bushwick,Entire home/apt,40.70579,-73.9185,23257217
22175113,Cozy Room in Brooklyn- 2 blocks from subway!,Private room,40.69134,-73.95551,9104749
22175249,Cozy Room is available in Nice apartment,Private room,40.58568,-73.93536,161919000
22175297,Incredibly cozy room close to Manhatan,Private room,40.69414,-73.93705,133785513
22175513,Spacious Bed & Private Bath in Renovated Townhouse,Private room,40.67096,-73.95261,3529175
22175928,"The CaptainsQuarters, Clean Cozy and Private.",Private room,40.68502,-73.87547,160326327
22176026,Sofa bed/pull out couch in Living Room,Shared room,40.83021,-73.94114,126397762
22176062,Brand New Bedroom Near D line&Maimonides Hospital,Private room,40.64061,-73.99631,5853457
22176068,2-bedroom luxury apartment in the heart of Chelsea,Entire home/apt,40.74221,-73.99626,161997330
22176096,"Entire 1BR APT,HEART of ASTORIA10mins to Manhattan",Entire home/apt,40.76432,-73.91885,2413383
22176542,Modern Comfort in West Village,Entire home/apt,40.73696,-74.00397,162001851
22176678,"Amazing 1 BR/BA in HARLEM, NY",Entire home/apt,40.80487,-73.95752,110142237
22176782,Lovely Room in East Williamsburg,Private room,40.70391,-73.92593,77792023
22176831,JFK 2 Comfort 5 Mins from JFK Private Bedroom,Private room,40.66158,-73.7705,156684502
22176896,One-Off Easter Holiday Deal in Cozy Gem,Entire home/apt,40.6589,-73.94975,1664473
22177035,"Quiet, Comfy Bedroom in Prime Williamsburg",Private room,40.7207,-73.96087,8750186
22177219,Private Big Room with Great Access!!!,Private room,40.76311,-73.89098,162005440
22177388,Historic Crown Heights Cute Sunny Bedroom,Private room,40.67206,-73.93446,1834034
22178073,Tranquility Stay-cation with private pool,Entire home/apt,40.7177,-73.78689,21963202
22179082,Inviting Brooklyn Studio,Entire home/apt,40.66863,-73.95046,6399777
22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,Entire home/apt,40.8785,-73.86347,129222253
22180116,Brooklyn Huge Room,Private room,40.66571,-73.9338,15640230
22180263,"Charming and Convinient, LOCATION LOCATION!",Private room,40.82389,-73.93887,21946213
22184960,Experience Zen Williamsburg Life,Private room,40.7091,-73.96032,12454759
22186114,Private Room in Brooklyn,Private room,40.69743,-73.92171,16467711
22186387,Sunny and Cozy Private Chef’s Room in East Village,Private room,40.72695,-73.97974,82402385
22186486,Awesome Character Lower East Side Apartment,Private room,40.71871,-73.98218,162097203
22187068,Luxury Condo - Heart of Williamsburg,Entire home/apt,40.71311,-73.95742,14338184
22187253,Uptown Manhattan bright and lovely room,Shared room,40.86931,-73.91682,4476002
22187284,Beautiful Modern Rustic Williamsburg Loft,Entire home/apt,40.71463,-73.9583,802971
22187361,"""Gold Coast"" 1B in West Village w/ Back Yard",Entire home/apt,40.73322,-73.99762,202285
22187524,Cozy Modern Apartment With Skyline View,Entire home/apt,40.71,-73.96775,1661245
22188609,"SPACIOUS ROOM STEAL, NEAR EVERYTHING MIDTOWN!",Private room,40.74874,-73.98495,155125855
22188812,Quiet 2 Bdrm in Williamsburg,Entire home/apt,40.70879,-73.94977,67336825
22189240,Captain Steuben’s Brooklyn Studio in Clinton Hill,Entire home/apt,40.69368,-73.96244,150355601
22189602,Master bedroom with King Size bed! Great location!,Private room,40.76814,-73.95604,3044091
22189962,"Modern, Cozy and affordable NY Home",Entire home/apt,40.71162,-73.82799,50682735
22190231,"LUXURY BEDROOM FOR RENT, close to Manhattan.",Private room,40.73094,-73.90131,119128599
22190466,"Cozy Getaway, steps from the Train, Stocked Fridge",Private room,40.79917,-73.94183,5751765
22190887,"Festive and Cozy Williamsburg Apt, 2 Bedrooms",Entire home/apt,40.70893,-73.95472,22481311
22190967,Spacious furnished room in midtown,Private room,40.74763,-73.97316,51521183
22191121,Cute 2-BR in Greenpoint/Williamsburg,Entire home/apt,40.72074,-73.94613,6963310
22191302,Charming Light Filled Studio in Williamsburg,Entire home/apt,40.71795,-73.95096,6317137
22191313,Harlem apartment with a view,Private room,40.81914,-73.95516,10533750
22191343,Light & Quiet Chelsea One Bedroom,Entire home/apt,40.74587,-73.99889,162143245
22191500,"Cozy room for one JFK, LGA & subway to Manhattan",Private room,40.68739,-73.80555,162142087
22191646,Bright Private Balcony Apartment in Midtown,Entire home/apt,40.74566,-73.98126,30424811
22191760,Fully equipped private room near USQ,Private room,40.73614,-73.98872,48189371
22191831,Spacious Apartment in Historic Harlem!,Private room,40.81244,-73.95261,12517694
22192285,Chez Cozy,Entire home/apt,40.77141,-73.94985,162152103
22192407,Heart of Manhattan. Just renovated home!,Entire home/apt,40.76109,-73.98261,85854200
22192417,Modern 1 Bed in the Heart of Midtown Manhattan,Entire home/apt,40.75048,-73.97776,162153544
22192616,"The SerenitySuite. Clean, Cozy and Private.",Entire home/apt,40.68529,-73.87424,160326327
22192877,Upper West Side Home for the Holidays,Entire home/apt,40.77838,-73.97851,22866437
22193183,Bright bedroom with balcony in Williamsburg,Private room,40.71312,-73.9517,23793668
22193650,Gramercy Getaway,Entire home/apt,40.73804,-73.98503,83637
22194224,3BD in Williamsburg,Private room,40.71498,-73.94357,114250912
22194287,Bright 2 Bedroom Apt in quiet Woodside,Entire home/apt,40.74402,-73.90946,5726293
22194314,Midtown Studio with view of Empire State Building,Entire home/apt,40.74703,-73.97484,25275947
22194459,Elegant Fifth Avenue Apartment in Luxury Building,Entire home/apt,40.73233,-73.99678,162172469
22194582,East Williamsburg’s Spacious Sun-drenched Apt.,Entire home/apt,40.70767,-73.943,8094921
22194993,"Bright, Clean & Comfortable Studio in Brooklyn",Entire home/apt,40.68906,-73.97872,27234334
22195204,Cozy room in Loft Apartment - Brooklyn,Private room,40.69687,-73.90111,162174536
22195324,"Private Floor (3 Bedrooms, 6 Beds) E. Williamsburg",Entire home/apt,40.71436,-73.93812,4396760
22202550,Luxury apartment in prime location in Mahattan,Private room,40.73998,-73.97795,16909313
22203227,Entire 3 bedroom apartment in Brooklyn (36),Entire home/apt,40.67539,-73.90207,132706680
22203719,Perfectly Located West Village Artist's Studio,Entire home/apt,40.73607,-74.00373,156983314
22203734,Charming 1 bedroom APT in the heart of Astoria,Entire home/apt,40.76337,-73.92801,90285941
22203739,LeonardLoft,Entire home/apt,40.71724,-74.00446,15969987
22204016,cozy room in brooklyn,Private room,40.65596,-73.9535,139264026
22204167,Your perfect NYC guesthouse getaway prvt entrance,Entire home/apt,40.72997,-73.86523,94981926
22204187,"Cozy, clean studio in Nolita",Entire home/apt,40.71799,-73.9964,18011536
22204668,Large room + office in Bushwick artists' loft,Private room,40.69948,-73.92372,4445275
22204856,Room available in 3 BD Brooklyn apartment,Private room,40.68381,-73.96786,1819657
22205113,Cozy stylish studio,Private room,40.85394,-73.92972,162258673
22205179,Spacious and sunny apartment by the Cloisters,Entire home/apt,40.8584,-73.93009,921299
22205277,Modern Luxury Condo (Midtown West),Shared room,40.7687,-73.99184,162261784
22205280,PRIVATE GARDEN APARTMENT IN HISTORIC BROWNSTONE,Entire home/apt,40.69165,-73.93483,14142169
22205284,New place near D line easy to get to Manhattan,Entire home/apt,40.64212,-73.9973,5853457
22205619,Luxury Riverview Williamsburg Apartment,Private room,40.71881,-73.96397,2178877
22205622,Spacious Bedroom in apartment in Hamilton Heights,Private room,40.82892,-73.95082,162263721
22205765,Beautiful spacious Greenwich Village apt w/ garden,Entire home/apt,40.73506,-73.99743,16798487
22205780,"Spacious Brooklyn apartment with yard, roof access",Private room,40.68754,-73.94183,67753773
22206164,Sleek and Hip Lower East Side 2 Bedroom,Entire home/apt,40.71765,-73.98452,3452920
22206207,Private room with visit to queens #4,Private room,40.69916,-73.8892,158540605
22206345,1 Bedroom/ 1 Bath in Bushwick,Private room,40.69596,-73.92712,32345243
22206601,Soho/Nolita historic and central downtown location,Entire home/apt,40.72485,-73.99461,144857346
22206970,Beautiful studio in the East Village,Entire home/apt,40.72588,-73.98243,118407577
22207196,Brad's Airbnb,Private room,40.68545,-73.91237,97510172
22207357,The room boom,Private room,40.58363,-73.96405,162116640
22207770,AWESOME PRIVATE FAMILY HOUSE  CLOSE TO MANHATTAN,Entire home/apt,40.74725,-73.85486,155989291
22207975,"10 min prospect park , restaurant , s. activities",Private room,40.65224,-73.95724,162278789
22207978,Sun-Drenched Luxury Loft with Private Roof Deck,Entire home/apt,40.70929,-73.9477,803468
22208060,"Large, sunny room in the heart of Williamsburg!",Private room,40.70902,-73.96059,3791823
22208315,Patio Perfection,Private room,40.78309,-73.97831,55324782
22208373,Stunning Executive Apt Grand Central,Entire home/apt,40.74751,-73.97593,61391963
22209216,Private spacious bedroom 10min from Manhattan!!,Private room,40.75901,-73.93404,79373189
22209583,Spacious sanctuary + private bath in hip Bedstuy,Private room,40.6834,-73.94209,162291393
22209681,Great UES Private Apartment,Entire home/apt,40.77585,-73.95337,162293435
22210721,East Village Getaway,Entire home/apt,40.72339,-73.98911,29035593
22212969,Large 3 Bedroom Luxury Apartment in Williamsburg,Entire home/apt,40.70643,-73.93976,20855321
22213107,Spacious 1br in the heart of Bed-Stuy,Entire home/apt,40.68406,-73.93338,3182367
22213389,Cinema Studio on Duplex Apt.,Private room,40.69787,-73.92703,4667705
22213508,Quintessential East Village Apt,Entire home/apt,40.72711,-73.97727,6707833
22213572,2 bedroom available in the heart of Williamsburg,Private room,40.7142,-73.96099,13795760
22213600,Sunny and Cozy Brooklyn Apartment,Entire home/apt,40.69697,-73.93207,4031946
22213903,Cozy 2BR+Sofa in Quiet Part of Popular LES,Entire home/apt,40.7193,-73.98405,93039729
22214268,Cozy 1BR+SofaBed in Quiet Part of Popular LES,Private room,40.71833,-73.98562,93039729
22214383,UNIQUE 1 BED ROOM in FLATIRON/NOMAD/GRAMERCY,Entire home/apt,40.74238,-73.98439,130528939
22214395,Spacious Studio In Queens,Entire home/apt,40.71663,-73.85823,162276183
22214408,"Balcony Duplex and Loft, Steps from the Subway",Private room,40.69754,-73.9348,292137
22214478,Furnished room in a 5 br apartment,Private room,40.83044,-73.94839,104222590
22214583,"Wonderful & Cozy Rm in Uptown Apt, Next to 1 Train",Private room,40.82245,-73.95404,161644370
22214594,A birdcage on the Upper West Side,Entire home/apt,40.79641,-73.97088,81503286
22214859,HUGE CORNER 1BR -Columbus Circle -LUXURY AMENITIES,Entire home/apt,40.76512,-73.98201,13773574
22214974,Brooklyn City Abode,Private room,40.63338,-73.94753,160495098
22215122,STUNNING VIEWS!!! - CORNER APT. - COLUMBUS CIRCLE,Entire home/apt,40.76575,-73.98168,13773574
22215258,RIVER VIEWS - PRIVATE BALCONY **Gym/Pool/Rooftop**,Entire home/apt,40.7652,-73.98174,13773574
22216259,"纽约曼哈顿 唐人街公寓   方便,性价比高",Private room,40.61807,-73.90162,159187644
22217757,3-BR duplex in Bed-Stuy Brownstone,Entire home/apt,40.68376,-73.95109,3616251
22218658,Bed-Stuy IS FLY!! 1-8 guests,Private room,40.69318,-73.95418,162352916
22219529,Modern 2-person room near Subway in Bushwick,Shared room,40.69476,-73.90545,101970559
22221072,Private cozy room in Bushwick / full-size bed,Private room,40.69295,-73.90851,101970559
22222996,Private Bedroom near Columbia University,Private room,40.81634,-73.95735,77824133
22224072,Beautiful & Modern in the Heart of East Village,Entire home/apt,40.72652,-73.98966,13097902
22224790,Large Bright FULL 1BD in the Heart of BUSHWICK !,Entire home/apt,40.70108,-73.91409,1695734
22224945,IL TUO APPARTAMENTO PERSONALE IN NEW YORK CITY!!,Entire home/apt,40.81462,-73.95047,62068432
22225158,COLUMBUS CIRCLE LUXURY -  STUNNING RIVER VIEW,Entire home/apt,40.76563,-73.98242,13773574
22225555,Sunny Williamsburg Style in Prime Location ❤️,Entire home/apt,40.71672,-73.95819,9416996
22226150,Hell's Kitchen Apartment,Private room,40.76285,-73.98728,4670203
22226156,"Manhattan 1BD in 2BD near ESB, UN, NYU w/roof deck",Private room,40.74623,-73.97404,14103679
22226334,Spacious private bedroom in Brooklyn New York,Private room,40.70162,-73.91297,4143813
22226558,Homely Queens Home,Entire home/apt,40.68562,-73.83498,162411010
22227015,Upper West Side Luxury! See fall in Central Park!,Entire home/apt,40.79492,-73.96816,4332666
22227610,A suite like room with a private bathroom.,Private room,40.64495,-73.99615,132934081
22228935,Private Room in Nice Apt. Close to Manhattan. WIFI,Private room,40.77418,-73.93545,80561485
22229244,Spacious cozy place in heart of nolita,Private room,40.72184,-73.99452,16569491
22229473,"Duplex in Williamsburg with Terrace, 4 Bed 2 Bath",Entire home/apt,40.71053,-73.96261,162432541
22229755,Entire private lower unit of owner occupied duplex,Entire home/apt,40.69436,-73.92261,1036697
22229793,Quiet cozy room in Williamsburg,Private room,40.7063,-73.94439,6111084
22230294,"Large, Bright, Open 1-BR Oasis in Gramercy Park",Entire home/apt,40.73962,-73.98492,1391186
22230375,318 58 st brooklyn ny 11220,Private room,40.64351,-74.01848,160867897
22230454,☆Huge Private Room Near Park & Train in MANHATTAN!,Private room,40.82816,-73.94957,20134899
22230702,(☆☆☆☆☆) New ultra-modern 1 bedroom apartment,Entire home/apt,40.76234,-73.91991,129165729
22231328,Spacious Brooklyn loft in Clinton Hill,Private room,40.69216,-73.96011,4642506
22231453,•HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE•,Private room,40.71917,-73.96079,128793815
22231557,•COZY APARTMENT 5 MINS TO MANHATTAN•,Private room,40.72092,-73.96122,128793815
22231558,Spacious 3BR/3BA in the East Village,Entire home/apt,40.72625,-73.97822,7002074
22231784,SUNNY WITH RIVER VIEWS - Private Balcony! -,Entire home/apt,40.76639,-73.98163,13773574
22231811,Stylish & Spacious 1BD in Central Harlem!,Entire home/apt,40.81537,-73.94067,17430718
22232269,Cozy one bedroom apartment perfect for couples,Entire home/apt,40.63436,-73.96126,145993199
22232328,"LUX 2Bed/UWS Gem! 
5 Min Walk to Central Park",Entire home/apt,40.78472,-73.97575,57470846
22232425,1 Bedroom with a lot of Sunshine,Entire home/apt,40.80639,-73.94834,162459728
22232444,Oversized 1BR in Doorman Building by Central Park,Private room,40.80486,-73.9656,33610939
22232463,Cosy Apartment in the Heart of Manhattan,Entire home/apt,40.7443,-73.99732,7286095
22232470,Cozy 1BR + Sofa in Quiet Part of Popular LES,Private room,40.71757,-73.98394,17787106
22233024,Newly Renovated 1BR in SoHo/Nolita,Entire home/apt,40.72344,-73.99592,23261539
22233039,Room in Central Harlem for the holidays,Private room,40.80961,-73.94588,12821514
22235441,"Safe, Overnight Crash Pad Near JFK, LGA and NYC",Shared room,40.68411,-73.79688,72838963
22237320,Modern Room in Coliving/15min walk to Williamsburg,Shared room,40.69676,-73.93959,159811367
22237930,Cozy Bushwick room with lots of natural light,Private room,40.69385,-73.9096,30548145
22238046,Bronx 167th Grand ConCourse,Private room,40.83314,-73.91708,162457374
22241250,Newly renovated 1br in the heart of NY,Entire home/apt,40.74212,-73.99042,4148879
22241573,Private Room B In Prime Location,Private room,40.74729,-73.98957,162427870
22241666,Stylish Williamsburg waterfront apartment,Entire home/apt,40.71783,-73.96141,31629237
22241696,Private Room C In Prime Location,Private room,40.74535,-73.99023,162427870
22242334,Whole Apartment Near Prospect Park,Entire home/apt,40.65896,-73.96104,41423658
22243957,Huge cozy artist haven in heart of Hamilton Hts.,Private room,40.83029,-73.94962,5026324
22244184,"Luxury Private Bed, Bath & Desk in Williamsburg",Private room,40.70755,-73.95314,45858744
22244254,Full floor of a beautiful Bedstuy duplex,Private room,40.68885,-73.94349,7306239
22244917,Full room in Astoria max 2 (8 min from Manhattan),Private room,40.75936,-73.91266,3186412
22245314,Sunny Park Slope Studio,Entire home/apt,40.67245,-73.97341,29001464
22245492,Ft Greene Studio,Entire home/apt,40.69387,-73.97316,106899231
22245972,Bed in shared room in Crown Heights,Shared room,40.66208,-73.9443,162554140
22246294,Huge 2 Bedroom on Mercer St (Soho),Entire home/apt,40.72224,-73.99991,162556385
22246770,Nice and sunny room in Williamsburg!!,Private room,40.71032,-73.95687,3266249
22246864,••Rare Find! Modern Room Near Subway & JFK••,Private room,40.69003,-73.8678,161349813
22247316,Brooklyn style Loft,Private room,40.70481,-73.93766,43600815
22247787,Amazing bedroom in Williamsburg!!,Private room,40.7087,-73.94519,43816141
22247895,Private Room near the Myrtle Wyckoff L/M train,Private room,40.7029,-73.91174,23817448
22247923,Cozy East Village Home Away From Home,Entire home/apt,40.72188,-73.97957,68112758
22249013,Cozy Bushwick Loft Apartment,Private room,40.69178,-73.91243,17672907
22249186,Mid-Mod 1 Bedroom Washington Heights NYC,Entire home/apt,40.84855,-73.93704,75224562
22249256,"New Listing - North Williamsburg 1,000 sqft 1-BR",Entire home/apt,40.71938,-73.95476,14815035
22249641,UES Gorgeous Apartment - 2 Blocks from the Met,Entire home/apt,40.77774,-73.95711,22902111
22249905,Cozy One Bed In The Middle of Manhattan,Entire home/apt,40.75827,-73.99544,33470925
22250050,Beautiful cozy room close to Manhattan,Private room,40.73679,-73.92561,85216513
22250239,Very big room with private bathroom/Brooklyn,Private room,40.6763,-73.94107,158191277
22250271,"Cute, Comfy & Cozy Room in Brooklyn",Private room,40.69338,-73.93125,57034140
22250309,Brownstone Apartment near Manhattan,Entire home/apt,40.68373,-73.93056,62048197
22250584,Brooklyn Chateau,Entire home/apt,40.6756,-73.91465,53693534
22251000,Charming 1 bedroom in West Village,Entire home/apt,40.73612,-74.00828,4683415
22251120,Huge one bed room apartment in Manhattan.,Entire home/apt,40.80039,-73.9361,70068899
22251486,Cozy and Quaint 1 Bedroom in Soho!,Private room,40.72594,-74.00136,17110907
22251732,Bed-Stuy (20mins to Manhattan/Williamsburg/Queens),Private room,40.6861,-73.95161,162598902
22251884,Authentic and Open Tribeca Loft,Entire home/apt,40.71813,-74.00538,16897284
22251910,Williamsburg Penthouse with 3 Private Terraces!,Entire home/apt,40.71815,-73.94189,83091890
22252595,Perfect Stay to see all of Manhattan Sites,Private room,40.74397,-73.95667,26984764
22252628,"Cozy, convenient Manhattan Apartment in the LES",Private room,40.71495,-73.98589,26022466
22255089,HUGE 1 bedroom in Gramercy,Entire home/apt,40.73836,-73.98035,124006965
22256926,Beautiful room in Brooklyn,Private room,40.66452,-73.9337,15640230
22258159,Shared room in one minute walk to the M train!!,Shared room,40.70117,-73.90666,134293540
22258326,Gorgeous spacious renovated 1Bed in Hellskitchen!,Entire home/apt,40.75957,-73.98798,42304005
22258432,Awesome designed shared room in beautiful Coliving,Shared room,40.69329,-73.91328,146345538
22258450,Gorgeous Queen Luxury Bedroom near J subway,Private room,40.68608,-73.91534,5680111
22258880,Midtown apt perfect for a New Years stay!,Private room,40.74788,-73.98376,121713773
22259132,Elegant 2 Bedroom Cobble Hill apartment,Entire home/apt,40.68675,-73.9995,162456824
22259472,"Bright, Spacious Apartment in Prime Brooklyn",Entire home/apt,40.70383,-73.92663,49019705
22259480,"Bed-stuy, Brooklyn Private Bedroom",Private room,40.68444,-73.91874,78895626
22260331,Holiday sublet in beautiful bed stuy!,Private room,40.68029,-73.94482,26898137
22260546,HUGE room in prime BUSHWICK,Private room,40.69967,-73.9299,150837630
22260561,Quarto Bronx (NY),Private room,40.86674,-73.89284,136455880
22260983,RENOVATED 2 BEDROOM APT NEAR CENTRAL PARK WEST,Entire home/apt,40.79638,-73.96332,9293730
22261208,Spacious and sunny 2BDR Apt in Queens w/ balcony,Entire home/apt,40.73269,-73.8584,405986
22262408,Cozy East Village Studio,Entire home/apt,40.72712,-73.98233,108774275
22262419,AWESOME VIEWS * COLUMBUS CIRCLE * Pool/Gym/Balcony,Entire home/apt,40.76518,-73.98287,13773574
22262595,FiDi Beautiful & Spacious Private Room & Bathroom,Private room,40.71086,-74.00464,48296060
22262982,Cozy place next to Times Square,Private room,40.7638,-73.9944,21577034
22263236,Master Suite in Prospect Heights,Private room,40.6776,-73.96638,65062170
22263267,Cozy apartment in Central Park North,Entire home/apt,40.79598,-73.94838,161514654
22263855,SPECTACULAR SOHO GREAT ROOM LOFT 6000sq feet,Entire home/apt,40.72605,-74.00572,6145729
